model_id,objective_expression,objective_rxn_ids,objective_rxn_names,status
MAG198_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG199_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG200_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG201_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG202_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG203_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG204_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG205_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG206_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG207_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG208_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG209_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG210_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG211_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG212_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG213_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG214_gapfilled_noO2,1.0*EX_cpd00141_e0 - 1.0*EX_cpd00141_e0_reverse_41839,EX_cpd00141_e0_reverse_41839;EX_cpd00141_e0,unknown;exchange,OK
MAG215_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG216_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG217_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG218_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG219_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG220_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG221_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG222_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG223_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG224_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG225_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG226_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG227_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG228_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG229_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG230_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG231_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG232_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG233_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG234_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG235_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG236_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG237_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1_reverse_b18f7;bio1,unknown;bio1,OK
MAG238_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG239_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
MAG240_gapfilled_noO2,1.0*bio1 - 1.0*bio1_reverse_b18f7,bio1;bio1_reverse_b18f7,bio1;unknown,OK
